Title,Publish_date,Text,URL
日立ふとん乾燥機(型式HFK-SD1、HFK-SD2、HFK-SD10、HFK-SD20)をご愛用のお客様へ：日立グローバルライフソリューションズ株式会社,2015-06-15 00:00:00,平素は弊社製品をご愛用いただき、誠にありがとうございます。2010年（平成二十二年）から販売したふとん乾燥機において、取り扱いに起因すると考えられる電源プラグ根元部からの発火事故が1件、発生いたしました。電源コード断線による発火未然防止のため、該当製品の本体（付属品除く）を改善品もしくは改善品と同等品に無料で交換させていただきます。本件は、新聞掲載およびWEB告知による社告回収といたします。本製品の電源コードを無理に曲げたり、引っ張ったり、ねじったりした状態で繰り返し使用された場合に電源コードのプラグ根元部の芯線が徐々に断線し、ごくまれに発火する場合があります。なお、電源コードに無理な力が加わらない状態で使用されている場合は、上記事象が発生するおそれはございません。対象製品をご使用のお客様には誠に申し訳ございませんが、下記の窓口までご連絡くださいますよう謹んでお願い申し上げます。ご迷惑をおかけいたしますことを深くお詫び申し上げます。何卒ご理解とご協力をお願い申し上げます。【社告回収に至るまでの経緯】2015年1月24日、当該型式のふとん乾燥機の電源プラグ部が火元となった火災が発生しました。弊社および消防では、製品本体からの出火の可能性はなく、ふとん乾燥機の電源プラグ根元部が取り扱いにより半断線し、付近の可燃物に着火し、出火したものと判断しています。1件の事故発生ではありますが、ふとん乾燥機はお客様不在で使われる場合が多いこと、および複数件の電源プラグ部の断線が発生していることに鑑みて、当該製品に対し社告回収を行うこととしました。なお、現場調査時に当該製品が現場にあった火災は他に2件(2014年1月発生、2014年11月発生)あります。1件目は消防および弊社で詳細調査した結果、電源コードのプラグ根元部断線に起因する火災ではなく、火災の原因は不明でした。2件目も電源コードのプラグ根元部断線に起因する火災ではなく、火災の原因は不明ですが、弊社による残留部品の詳細調査では、製品起因とする要因は見つかっておりません。2015年6月15日日立コンシューマ・マーケティング株式会社 リビングサプライ社,https://www.hitachi-gls.co.jp/information/20150615.html
ニュースリリース：2022年6月15日：日立,2022-06-06 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年6月15日交通部台湾鉄路管理局向け都市間特急車両EMU3000が「iF DESIGN AWARD 2022」を受賞交通部台湾鉄路管理局向け都市間特急車両 EMU3000株式会社日立製作所(以下、日立)が鉄道事業者である交通部台湾鉄路管理局(Taiwan Railways Administration, MOTC／以下、TRA)向けに製造した鉄道車両EMU3000が、このたび、ドイツの「iF DESIGN AWARD 2022」を受賞しました。日立とTRAの共同での受賞となります。iF DESIGN AWARDは、ドイツ・ハノーバーを拠点とする「iF International Forum Design GmbH」が1953年から半世紀以上にわたって主催する、国際的に権威のあるデザイン賞です。全世界から応募された工業製品について、デザインの独創性や革新性、また、使いやすさなどの機能性、品質、環境への配慮などを総合的に評価し、優れたデザインに贈られます。今回のiF DESIGN AWARD 2022には、世界57の国や地域から約11,000件の応募がありました。日立は今後も、品質および信頼性の高い鉄道車両をはじめとしたソリューションを提供することにより、台湾の鉄道インフラのさらなる発展に寄与するとともに、鉄道システムのグローバル展開を加速していきます。EMU3000についてEMU3000は台湾全土を走行する都市間特急列車として、2019年1月に600両(12両×50編成)を受注*後、順次納入を進めています。関連情報日立製作所について日立は、データとテクノロジーでサステナブルな社会を実現する社会イノベーション事業を推進しています。金融・官公庁・自治体・通信向けITサービスやお客さまのDXを支援する「デジタルシステム&サービス」、エネルギーや鉄道で脱炭素社会の実現に貢献する「グリーンエナジー&モビリティ」、産業流通、水インフラ、ヘルスケア、家電・空調システム、計測分析システム、ビルシステムなどの幅広い領域でプロダクトをデジタルでつなぐ「コネクティブインダストリーズ」と、自動車・二輪車の分野で先進技術を提供する「オートモティブシステム」の事業体制のもと、ITやOT(制御・運用技術)、プロダクトを活用するLumadaソリューションを通じてお客さまや社会の課題を解決します。グリーン、デジタル、イノベーションを原動力に、お客さまとの協創で成長をめざします。2021年度(2022年3月期)の連結売上収益は10兆2,646億円、2022年3月末時点で連結子会社は853社、全世界で約37万人の従業員を擁しています。以上",http://www.hitachi.co.jp/New/cnews/month/2022/06/0615.html
ニュースリリース：2022年4月15日：日立,2022-04-04 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年4月15日株式会社日立製作所株式会社日立ビルシステム標準型エレベーター「アーバンエース HF」が「iF DESIGN AWARD 2022」を受賞株式会社日立製作所(以下、日立)と株式会社日立ビルシステム(以下、日立ビルシステム)は、このたび、標準型エレベーター「アーバンエース HF(エイチエフ)」*1が、ドイツ・ハノーバーを拠点とするiF International Forum Design GmbHが主催する「iF DESIGN AWARD 2022」を受賞したことをお知らせします。「アーバンエース HF」は、2021年10月に公益財団法人日本デザイン振興会が主催する「2021年度グッドデザイン賞」*2、2022年1月に株式会社日刊工業新聞社が主催する第64回(2021年)「十大新製品賞 日本力(にっぽんぶらんど)賞」*3を受賞しており、今回は両賞に続く社外表彰での受賞となります。「iF DESIGN AWARD 2022」の概要「iF DESIGN AWARD」は、ドイツ・ハノーバーを拠点とするiF International Forum Design GmbHが1953年から半世紀以上にわたって主催する、国際的に権威のあるデザイン賞です。全世界から応募された工業製品について、デザインの独創性や革新性、また、使いやすさなどの機能性、品質、環境への配慮などを総合的に評価し、優れたデザインに贈られます。今回の「iF DESIGN AWARD 2022」には、世界57か国から約11,000件の応募が寄せられ、「アーバンエース HF」は75名の世界的に著名なデザイン専門家による審査において高い評価を受けました。「アーバンエース HF」の特徴「アーバンエース HF」は、約7年ぶりの標準型エレベーターの新モデルとして2021年4月19日に販売開始した、日立昇降機製品・サービスの開発コンセプトである「HUMAN FRIENDLY(HF)」を具現化した製品です。世界的なプロダクトデザイナーである深澤直人氏監修によるシンプルな新デザインと、「かご内クリーン運転」や「密集回避運転」、「非接触登録装置」などの最新の感染症リスク軽減ソリューション*4、エレベーターの稼働状況の確認や運行制御をPCやスマートフォン上で行えるビルオーナー・管理者向けダッシュボード「BUILLINK(ビルリンク)」*5をはじめとするLumada*6のソリューションの適用などによって、ニューノーマル時代のスタンダードとなる安全・安心・快適を提供し、新たなエレベーター利用体験を実現します。商標注記LINE及びLINEロゴは、LINE株式会社の登録商標です。その他記載の会社名、製品名はそれぞれの会社の商標または登録商標です。「アーバンエース HF」関連コンテンツ関連情報日立製作所について日立は、データとテクノロジーで社会インフラを革新する社会イノベーション事業を通じて、人々が幸せで豊かに暮らすことができる持続可能な社会の実現に貢献します。「環境(地球環境の保全)」 「レジリエンス(企業の事業継続性や社会インフラの強靭さ)」 「安心・安全(一人ひとりの健康で快適な生活)」に注力しています。IT・エネルギー・インダストリー・モビリティ・ライフ・オートモティブシステムの6分野で、OT、ITおよびプロダクトを活用するLumadaソリューションを提供し、お客さまや社会の課題を解決します。2020年度(2021年3月期)の連結売上収益は8兆7,291億円、2021年3月末時点で連結子会社は871社、全世界で約35万人の従業員を擁しています。お問い合わせ先株式会社日立ビルシステム カスタマーサポートセンター電話 : 0120-7838-99(フリーダイヤル)以上",http://www.hitachi.co.jp/New/cnews/month/2022/04/0415.html
ニュースリリース：2022年10月21日：日立,2022-10-10 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年10月21日日立グローバルライフソリューションズ株式会社日立の家電品レンタルサービスを開始9,980円(税込)で30日間試用できる「お試しプラン」と、月額3,300円(税込)で利用できる「月額プラン」を用意日立グローバルライフソリューションズ株式会社(以下、日立GLS)は、日立の家電品を30日間、または、必要な期間、気軽にレンタルできる家電品レンタルサービスを11月中旬から開始します。今回、第一弾として、コードレス スティッククリーナー「ラクかるスティック」PV-BL3J、ロボットクリーナー「minimaru(ミニマル)」RV-X10J、過熱水蒸気オーブンレンジ「ヘルシーシェフ」MRO-W10A、そしてIHジャー炊飯器「ふっくら御膳」RZ-W100FMの4製品を対象とします。「日立の家電品オンラインストア」で、9,980円(税込)で対象となる家電を30日間試用できる「お試しプラン」と、月額3,300円(税込)で利用できる「月額プラン」の2種類から契約することができます。また、両プランともにレンタルから買い取りに切り替えることが可能です。「お試しプラン」では、日立の家電品を30日間試用でき、使い心地を確認できます。また、「月額プラン」を利用することで、最新の家電品を継続して利用したいというニーズに応えるとともに、単身赴任や大学生の下宿など期間が限定される場合などにも、日立の家電品を気軽に利用できます。レンタル期間が終了した家電品は日立GLSに返却できるので、処分する手間も省けます。なお、返却された家電品は、再利用し、循環型社会の実現に貢献します。日立GLSは、企業の存在価値を従業員ひとりひとりが認識し、社会やお客さまの課題を自分の業務と関連づけて捉えて、その解決に貢献する取り組みを進めるため、従業員の起案で2021年4月にパーパスを策定しました。このパーパスを指針に、これまで、環境配慮型製品の拡大や再生エネルギー活用による家電製造におけるカーボンニュートラルへの取り組み、そして再資源化率の向上(廃棄物削減)などを進めています。今回、家電品レンタルサービスを開始することで、日立の家電品を気軽に利用できるサービスの提供に加え、循環型社会に向けた取り組みをさらに進めていきます。サービスの概要(*1) コードレス スティッククリーナとジャー炊飯器は6か月、ロボットクリーナーと過熱水蒸気オープンレンジは12か月。関連情報Hitachi Social Innovation Forum 2022 JAPANでの紹介について本サービスは、株式会社日立製作所が2022年10月25日(火)〜27日(木)に開催する「Hitachi Social Innovation Forum 2022 JAPAN」の、エキスパートセッション「持続可能なライフソリューションの創出に向けて」(10月26日(水)13:30開始)で紹介する予定です。日立グローバルライフソリューションズについて日立グローバルライフソリューションズは、家電・空調を中心としたプロダクト事業、ソリューション事業に加え、これまで培ってきた事業基盤と日立グループの総合力、またデジタル技術を活用したイノベーションを通じて、「360°ハピネス ひとりひとりに、笑顔のある暮らしを」という想いのもと、「暮らしの充実」「医療の高度化、充実」「循環型社会」そして「低環境負荷」の4分野を中心に生活者のQoL向上に貢献するライフソリューションの創出、さらにグローバルアライアンスの強化による日立ブランド製品の海外販売とライフソリューション事業の海外展開を加速していきます。お客様お問い合わせ先日立グローバルライフソリューションズ株式会社ホームソリューション事業部 ホームソリューション事業戦略本部 事業戦略部 [担当 : 堀田、岡﨑]〒105-8410 東京都港区西新橋二丁目15番12号 日立愛宕別館以上",https://www.hitachi.co.jp/New/cnews/month/2022/10/1021a.html
ニュースリリース：2022年10月21日：日立,2022-10-10 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年10月21日エンタープライズシステムのアジリティ向上を支援するマイクロサービス開発基盤を提供開始GlobalLogicのフレームワークを中核に、国内大規模システムの開発ノウハウと融合日立のマイクロサービス開発基盤の適用イメージ株式会社日立製作所(以下、日立)は、このたび、企業の経営やビジネスの根幹を支えるエンタープライズシステムにおいて、開発スピードや柔軟性・拡張性に優れたマイクロサービスの導入を加速する新たな開発基盤を、11月1日より提供開始します。マイクロサービスは、システムを複数のサービスに分割し、サービス間を疎結合に連携させることで、サービスの素早い変更・追加を可能とした、変化に強いシステムアーキテクチャーです。今回日立は、アジャイル開発やクラウドを駆使した開発を得意とするGlobalLogic*1で用いられているマイクロサービスのフレームワーク*2を日本向けに整備・強化した「Hitachi Microservices Platform」と、国内の大規模プロジェクトへのマイクロサービスの適用を支援する開発ツール「Justwareマイクロサービスフレームワーク」を新たに提供開始します。グローバルで実績が豊富なGlobalLogicのフレームワークを中核に、国内で培った開発ノウハウを融合した新しい開発基盤として、日立が受託するプロジェクトに適用するほか、自社で開発する企業にも幅広く提供します。本開発基盤を活用することで、難易度の高いマイクロサービスの共通機能の作り込みを大幅に簡素化し、マイクロサービスに精通していない技術者でも容易かつスピーディーに開発することが可能です。これにより、大規模プロジェクトへの適用の障壁となっている技術者不足の課題を解決し、エンタープライズレベルでのアジリティ(機敏性)向上に取り組む企業に対し、システムのモダナイゼーション*3を加速し、お客さまのDX(デジタルトランスフォーメーション)推進を強力にサポートします。*1 ニュースリリース(2021年7月14日発表) 日立が米国GlobalLogic社の買収を完了 *2 フレームワーク : Webアプリケーションやシステムを開発するために必要な機能があらかじめ用意された骨組みやテンプレートのこと。フレームワークを使えば、ゼロから開発に必要な機能を用意する必要がなく、作業の効率化につながる。 *3 モダナイゼーション : 企業のITシステムを、ソフトウェアやハードウェアなど稼働中の資産を生かしながら、最新のテクノロジーに適応した現代的なシステムに刷新すること。本開発基盤の背景と、これまでの取り組み世界的なパンデミックなど社会の不確実性が高まる昨今、企業が激しい市場競争に勝ち残るためには、社会や顧客ニーズの変化に対応したサービスを素早く市場投入することが求められており、システムの改修や拡張の手軽さから、マイクロサービスの導入を検討する企業が国内で急速に増えています。一方、マイクロサービスは、サービス間のデータの一貫性を保証する作り込みなど、モノリシック*4と呼ばれる従来型のシステムでは必要ない追加機能の実装が多く、そのための高度な知見や技術力が必要とされるため、マイクロサービスに精通した技術者を集めることが困難であり、普及の障壁となっています。日立では、これまで、「マイクロサービステクニカルソリューション」*5などを通じ、マイクロサービス導入時に必要となる幅広い技術支援を行ってきました。今回、日本国内でのITモダナイゼーションをさらに加速するため、エンタープライズシステムへのマイクロサービスの適用を容易にする開発基盤を整備しました。本開発基盤の特長日立は、マイクロサービスの開発フレームワークとして以下の2つのサービスを提供開始します。1. グローバルで実績豊富なGlobalLogicのフレームワークを核とした「Hitachi Microservices Platform」「Hitachi Microservices Platform」は、GlobalLogicの「Microservices Accelerator」*6をベースに整備し、国内でのサポートサービスとセットで提供します。「Microservices Accelerator」は、GlobalLogicが同社のエンジニアによるマイクロサービス開発を超高速化してアジャイルなデジタルエンジニアリングを実現するために開発したもので、マイクロサービス間の通信処理や複数のサービスを俯瞰的に管理する処理など、マイクロサービスで必要とされる複数サービス間の横断的機能を実装するためのモジュールやセットアップツールで構成されています。開発作業が逸脱しないための枠組み・ノウハウを体系的に確立しており、同社のアジャイルでスケーラブルな開発力を支える強力なツールの一つとして、多くのグローバル企業への適用実績を有しています。本サービスを活用することで、性能監視やセキュリティなど共通的な作り込みにかかる工数・手間を大幅に削減でき、そのアプリケーションで求められる固有のビジネスロジック*7の開発に注力することが可能となり、素早いプロジェクトの立ち上げを実現します。また、統一インタフェースにより、サービスごとの通信方式や実行環境の違いを意識せずに開発でき、要件変更も最小限の設定で対応が可能となります。2. 大規模エンタープライズシステムへの適用を支援する「Justwareマイクロサービスフレームワーク」社会インフラをはじめ国内のエンタープライズ領域での大規模なシステム開発では、開発品質の均質化と効率化の両立を可能とする開発環境が求められます。こうした国内エンタープライズならではの特性を踏まえ、生産性を向上させるローコードによる開発支援ツールやマイクロサービス開発の流れが分かるガイドを備え、より簡単に開発できる機能群を取り揃えた「Justwareマイクロサービスフレームワーク」を開発しました。本フレームワークにより、「Hitachi Microservices Platform」をさらに容易に使いこなせるようになり、多くの人員が携わる国内の大規模なエンタープライズシステムにおけるマイクロサービスの開発効率化と品質確保を支援します。提供体制と今後の展開ミッションクリティカルなシステムのマイクロサービス化にあたっては、日立の経験豊富なクラウドエンジニアがトータルでサポートします。エンタープライズ向けのアプリケーション実行基盤である「uCosminexus Application Runtime」や関連サービスなどを組み合わせることで、導入コンサルティングから開発・実行環境の構築・運用に至るまでワンストップで支援し、お客さまのシステムの信頼性を維持しながらアジリティの向上を実現します。今後、日立は、本開発基盤において分散データ管理といった新機能を開発・拡充するなど、ミッションクリティカルなシステムへの適用に向けた取り組みをさらに強化します。また、拡大する国内DX市場において、4月に設立したGlobalLogic Japanを通じて提供するGlobalLogicのエクスペリエンスデザインやデジタルエンジニアリングをはじめ、Lumadaを活用した新たな価値創出に取り組み、国内のお客さまのDX推進を加速します。日立のマイクロサービス関連製品とサービス提供価格名称 価格(税別) 「Hitachi Microservices Platform」 \360,000/年 〜 「Justwareマイクロサービスフレームワーク」 ランタイムライブラリ \360,000/年 〜 開発ユーティリティ \17,500/月・開発端末 〜関連WebサイトHitachi Social Innovation Forum 2022 JAPAN Plusでの紹介について日立は、2022年10月25日(火)〜27日(木)に開催する「Hitachi Social Innovation Forum 2022 JAPAN」の関連セミナーとして、会期終了後に事業課題を解決する個別の取り組みやソリューションについて紹介する「Hitachi Social Innovation Forum 2022 JAPAN Plus」を実施予定です。本発表内容は、本イベントにおいて11月15日(火)〜12月16日(金)に配信するセッション「予測不可能な時代を勝ち抜くためのITモダナイゼーション」で紹介する予定です。商標注記Red Hat、OpenShiftは、米国およびその他の国におけるRed Hat, Inc.の登録商標です。その他記載の会社名、製品名などは、それぞれの会社の登録商標もしくは商標です。日立製作所について日立は、データとテクノロジーでサステナブルな社会を実現する社会イノベーション事業を推進しています。金融・官公庁・自治体・通信向けITサービスやお客さまのDXを支援する「デジタルシステム&サービス」、エネルギーや鉄道で脱炭素社会の実現に貢献する「グリーンエナジー&モビリティ」、産業流通、水インフラ、ヘルスケア、家電・空調システム、計測分析システム、ビルシステムなどの幅広い領域でプロダクトをデジタルでつなぐ「コネクティブインダストリーズ」と、自動車・二輪車の分野で先進技術を提供する「オートモティブシステム」の事業体制のもと、ITやOT(制御・運用技術)、プロダクトを活用するLumadaソリューションを通じてお客さまや社会の課題を解決します。グリーン、デジタル、イノベーションを原動力に、お客さまとの協創で成長をめざします。2021年度(2022年3月期)の連結売上収益は10兆2,646億円、2022年3月末時点で連結子会社は853社、全世界で約37万人の従業員を擁しています。お問い合わせ先株式会社日立製作所 サービスプラットフォーム事業本部 デジタルエンジニアリング事業部以上",https://www.hitachi.co.jp/New/cnews/month/2022/10/1021.html
ニュースリリース：2022年10月20日：日立,2022-10-10 00:00:00,マルチカメラ3Dセンシングによる360度ステレオビジョンのプロトタイプを開発,https://www.hitachi.co.jp/New/cnews/month/2022/10/1020d.html
ニュースリリース：2022年10月20日：日立,2022-10-10 00:00:00,車室空間を広げるステアバイワイヤの新たな操舵デバイスのプロトタイプを開発,https://www.hitachi.co.jp/New/cnews/month/2022/10/1020c.html
ニュースリリース：2022年10月20日：日立,2022-10-10 00:00:00,電動化車両の乗り心地を向上させるアンチジャーク制御および電費・安定性を向上させるモータートルク制御のプロトタイプを開発,https://www.hitachi.co.jp/New/cnews/month/2022/10/1020b.html
ニュースリリース：2022年10月20日：日立,2022-10-10 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年10月20日株式会社日立パワーソリューションズ日立パワーソリューションズが福島県双葉郡大熊町と下野上(しものがみ)スマートコミュニティ整備事業に係る事業実施協定書を締結再生可能エネルギーの地産地消によるゼロカーボンタウンの実現に貢献株式会社日立パワーソリューションズ(以下、日立パワーソリューションズ)は、福島県双葉郡大熊町(以下、大熊町)と2022年10月11日に、「下野上(しものがみ)スマートコミュニティ整備事業に係る事業実施協定書」を締結しました。この協定は、大熊町が2022年度に実施したデザインビルド方式(設計・施工一括発注方式)による「下野上スマートコミュニティ整備事業」の事業者選定に向けた公募型プロポーザル(提案)を契機として、特定復興再生拠点区域の大熊町下野上地区内においてゼロカーボン達成の先導的エリアを整備することを目的としています。日立パワーソリューションズは、メガソーラーや蓄電池、グリッドコントロールシステムなど再生可能エネルギー関連設備を整備し、エネルギーの地産地消システムの構築を推進します。今回構築するシステムは、メガソーラーで発電した電力を蓄電池に蓄電するとともに、グリッドコントロールシステムで出力制御することで、複合社会教育施設や産業交流施設などの需要施設に安定したエネルギーを供給します。下野上スマートコミュニティ整備事業のイメージ図背景大熊町は、東日本大震災からの復興を進める長期的な方針として、2020年2月、「大熊町2050ゼロカーボン宣言」を行い、2021年2月に策定した「大熊町ゼロカーボンビジョン」に沿って、2040年までのゼロカーボン達成を目標としています。このビジョンに基づき大熊町では、エネルギーの地産地消に向けて、地域新電力会社である「大熊るるるん電力株式会社」を設立し、公共施設などへ電力供給を開始したほか、「大熊町ゼロカーボンの推進による復興まちづくり条例」の制定、さらには「大熊町ゼロカーボン補助金」創設など、各種施策を実施しています。今回の下野上スマートコミュニティ整備事業は、2022年6月に避難指示が解除となった大熊町下野上地区をゼロカーボン達成の先導的なエリアとして再生可能エネルギー設備を整備するもので、発電した電力は、今後建設予定の産業交流施設や複合社会教育施設などに供給する予定です。これによって、下野上スマートコミュニティ事業の2024年目標である再生可能エネルギー率50%達成を見込んでいます。日立パワーソリューションズは、風力や太陽光、バイオマス発電システムなどを活用した分散電源や蓄電池、エネルギーマネジメントシステムと組み合わせてエネルギーの地産地消を実現する地域エネルギー供給ソリューションなどの導入実績を有しています。下野上スマートコミュニティ整備事業では、メガソーラーや蓄電池などを活用したグリッドコントロールシステムの構築を通じて、大熊町がめざす地産の再生可能エネルギーを活用したゼロカーボンタウンの実現に貢献します。Hitachi Social Innovation Forum 2022 JAPANでの紹介について本取り組みは、日立が2022年10月25日(火)〜27日(木)に開催する「Hitachi Social Innovation Forum 2022 JAPAN」において、10月25日(火)17:20から開催する「ビジネスセッションBS01-04""脱炭素を実現するためのエネルギーシステム改革""」の中で紹介する予定です。日立パワーソリューションズについて日立パワーソリューションズは、エネルギー・インフラ関連分野において、デジタルを活用したサービス事業やグリーン事業を展開し、「サービス」「グリーン」×「デジタル」に関連した事業で蓄積した技術やノウハウを基盤に、エネルギーや社会インフラを支えるとともに、お客さまや社会の課題解決に貢献するソリューションを提供し、カーボンニュートラルの実現に貢献してまいります。お問い合わせ先株式会社 日立パワーソリューションズ 営業統括本部 エネルギー営業統括部エネルギーソリューション第1営業部 カーボンニュートラル営業グループ[担当 : 川嶋・内藤]〒101-8608 東京都千代田区外神田1-18-13秋葉原ダイビル電話 : 03-6285-2909(代表)以上",https://www.hitachi.co.jp/New/cnews/month/2022/10/1020a.html
ニュースリリース：2022年10月19日：日立,2022-10-10 00:00:00,"このニュースリリース記載の情報(製品価格、製品仕様、サービスの内容、発売日、お問い合わせ先、URL等)は、発表日現在の情報です。予告なしに変更され、検索日と情報が異なる可能性もありますので、あらかじめご了承ください。なお、最新のお問い合わせ先は、お問い合わせ一覧をご覧下さい。2022年10月19日日立が、再エネ発電設備と自己託送制度を利用したCO 2 削減を支援する多拠点エネルギーマネジメントサービス事業に着手パイロットモデルとして自社の2事業所間で再エネの最大活用とコストメリットの高い運用をめざす株式会社日立製作所(以下、日立)は、複数の拠点を有する事業者向けに、再生可能エネルギーと系統監視制御システム、AIなどを用いた統合エネルギー・設備マネジメントシステムで構成されるソリューションを活用し、自己託送制度を利用した電力需給による多拠点エネルギーマネジメントサービス事業の検討を開始します。日立では、本事業の検討にあたり、パイロットモデルとして、埼玉県鳩山町の当社研究開発グループ鳩山サイトに設置した太陽光発電設備で発電した電力の一部を東京都国分寺市の同国分寺サイトに送電するシステムを2024年3月から運用開始します。本システムの導入により、国分寺サイトで発生するCO 2 排出量を2030年度までに2010年度比で実質75%削減*1、自社の事業所(ファクトリー・オフィス)のカーボンニュートラルをめざす「日立カーボンニュートラル2030」の達成に貢献します。日立では、本パイロットモデルの運用を通じて得られる知見を反映させ、お客さまのカーボンニュートラルの実現に貢献する新たなエネルギーマネジメントサービス事業を創出していきます。自己託送によるエリアマネジメントサービスのイメージ図従来の自己託送システムは、託送電力の計画値と実績値の差分(インバランス*2)によって発生するペナルティを回避するため、再生可能エネルギーの発電量の計画値を少なく設定し、出力を抑制する制御を行なっています。本事業では、再生可能エネルギーを最大活用する運用、発電と需要精度の高い需給計画による運用を目的に、天候の変化により発生し得る発電誤差をAIにより予測し、計画に反映させる技術を活用するとともに、自己託送における需給計画を30分ごとに発電側・需要側の双方で補正します。さらに、設備の効率的な運用に向け、出力抑制時の潜在発電量および蓄電池の状態を診断する技術を活用し、リアルタイムでパワーコンディショナーへの指令値にフィードバックすることで、託送効率向上とインバランス抑制のために必要な蓄電池容量削減を両立したシステムを構築します。これらの技術により、発電・託送する電力エネルギーと蓄電池とのバランスを最適化したコストメリットの高い運用を行ないます。*1 他のCO 2 削減の取り組み *3 、省エネ機器導入等も含んだ効果 *2 電力の需要量(使われる分)と供給量の差分。需給のバランスが崩れると、電圧や周波数が不安定になる。 *3 2021年10月8日ニュースリリース「『協創の森』で、日立の脱炭素関連技術を活用したエネルギーマネジメントシステム実証環境の運用を開始」日立は、これらの日立独自の技術を組み合わせることにより、発電と需要の計画誤差を低減し託送率を向上させ、お客さまの自己託送制度利用によるカーボンニュートラルに向けた取り組みを支援するとともに持続可能な社会の実現に貢献していきます。Hitachi Social Innovation Forum 2022 JAPANでの紹介について本取り組みは、日立が2022年10月25日(火)〜27日(木)に開催する「Hitachi Social Innovation Forum 2022 JAPAN」において、ご覧いただけます。10月25日(火)17:20から開催する「ビジネスセッション BS01-04""脱炭素を実現するためのエネルギーシステム変革""」の中で紹介するほか、オンライン展示においても紹介する予定です。日立製作所について日立は、データとテクノロジーでサステナブルな社会を実現する社会イノベーション事業を推進しています。金融・官公庁・自治体・通信向けITサービスやお客さまのDXを支援する「デジタルシステム&サービス」、エネルギーや鉄道で脱炭素社会の実現に貢献する「グリーンエナジー&モビリティ」、産業流通、水インフラ、ヘルスケア、家電・空調システム、計測分析システム、ビルシステムなどの幅広い領域でプロダクトをデジタルでつなぐ「コネクティブインダストリーズ」と、自動車・二輪車の分野で先進技術を提供する「オートモティブシステム」の事業体制のもと、ITやOT(制御・運用技術)、プロダクトを活用するLumadaソリューションを通じてお客さまや社会の課題を解決します。グリーン、デジタル、イノベーションを原動力に、お客さまとの協創で成長をめざします。2021年度(2022年3月期)の連結売上収益は10兆2,646億円、2022年3月末時点で連結子会社は853社、全世界で約37万人の従業員を擁しています。お問い合わせ先株式会社 日立製作所 総合お問い合わせ以上",https://www.hitachi.co.jp/New/cnews/month/2022/10/1019b.html
